# Vigil IOC: C2 and tracking domains
# Format: domain|threat_name|category
shortnerserviceonline.com|202006_DarkBasin|c2
shortserver1.com|202006_DarkBasin|c2
shorturlservice.com|202006_DarkBasin|c2
shortwidgets.com|2021_12_taking_action_against_surveillance_for_hire|c2
shortxyz.com|2021_12_taking_action_against_surveillance_for_hire|c2
showra-22501.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
showra-22501.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
showra-chat.atwebpages.com|2021_04_taking_action_against_hackers_in_palestine|c2
shrinkandshareurl.com|202006_DarkBasin|c2
shrinkthisurl.com|202006_DarkBasin|c2
shrt.rip|2021_07_taking_action_against_hackers_in_iran|c2
shrtnerlnk.com|202006_DarkBasin|c2
shuch6ba0w.spyrixweb.com|EvaSpy|distribution
shur.live|2021_07_taking_action_against_hackers_in_iran|c2
shurl.site|2021_07_taking_action_against_hackers_in_iran|c2
side-talk.com|2021_04_taking_action_against_hackers_in_palestine|c2
signal-live.vip|MobileTracker|tracking
signal-premium-app.org|2022_08_metas_adversarial_threat_report_q2|c2
signal-premium.org|2022_08_metas_adversarial_threat_report_q2|c2
signalpremium.com|2022_08_metas_adversarial_threat_report_q2|c2
signalpro.org|2022_08_metas_adversarial_threat_report_q2|c2
signaltalk.top|MobileTracker|tracking
signin.dedyn.io|2022_04_metas_adversarial_threat_report_q1|c2
sikhsiyasatapp.net|2022_08_metas_adversarial_threat_report_q2|c2
simetricode.uk|2021_12_taking_action_against_surveillance_for_hire|c2
simpleadbanners.com|201605_Stealth_Falcon|c2
sinai-new.com|2021_12_taking_action_against_surveillance_for_hire|c2
site1.life|2021_07_taking_action_against_hackers_in_iran|c2
siteadmineurope.com|202006_DarkBasin|c2
siteadminhk.com|202006_DarkBasin|c2
sitebloginfo.com|202006_DarkBasin|c2
sitepref.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
sjkfsdkg.com|MobileTracker|tracking
sk1-spiky.wzrkt.com|MobileTracker|tracking
sk1-staging-1.wzrkt.com|MobileTracker|tracking
sk1-staging-10.wzrkt.com|MobileTracker|tracking
sk1-staging-2.wzrkt.com|MobileTracker|tracking
sk1-staging-3.wzrkt.com|MobileTracker|tracking
sk1-staging-4.wzrkt.com|MobileTracker|tracking
sk1-staging-5.wzrkt.com|MobileTracker|tracking
sk1-staging-6.wzrkt.com|MobileTracker|tracking
sk1-staging-7.wzrkt.com|MobileTracker|tracking
sk1-staging-8.wzrkt.com|MobileTracker|tracking
sk1-staging-9.wzrkt.com|MobileTracker|tracking
sk1.wzrkt.com|MobileTracker|tracking
skelly-chester.icu|2021_04_taking_action_against_hackers_in_palestine|c2
skycoachgg.club|MobileTracker|tracking
sl360-7ba65.firebaseio.com|SpyLive360|c2
slimesimulator.club|MobileTracker|tracking
smalllcalllrecorder.com|MobileTracker|tracking
smart-messenger.online|2021_04_taking_action_against_hackers_in_palestine|c2
smart.link|MobileTracker|tracking
smartadblocker.com|MobileTracker|tracking
smartback-12d60.appspot.com|AndroidPolice|c2
smartback-12d60.firebaseio.com|AndroidPolice|c2
smartguardapp.com|AbsoluTrack|tracking
sms.webadv.co|201608_NSO_Group|c2
smsandcalltracker.firebaseio.com|TrackMyPhones|c2
smscentro.com|201706_RecklessExploit|c2
smser.net|201608_NSO_Group|c2
smsmensaje.mx|201706_RecklessExploit|c2
smsmensaje.mx|201706_RecklessRedux|c2
smstracker.com|CallSMSTracker|tracking
smstrackerweb.com|CallSMSTracker|tracking
smsuns.com|2021_12_taking_action_against_surveillance_for_hire|c2
smtp-2go.com|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.best|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.club|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.email|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.fun|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.icu|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.live|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.me|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.pw|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.site|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.space|2021_07_taking_action_against_hackers_in_iran|c2
smtp2go.website|2021_07_taking_action_against_hackers_in_iran|c2
smtper.center|2021_07_taking_action_against_hackers_in_iran|c2
smtpout.secuerserver.com|201707_InsiderInfo|c2
smtpserver389.com|202006_DarkBasin|c2
smtpserver466.com|202006_DarkBasin|c2
smtptogo.pw|2021_07_taking_action_against_hackers_in_iran|c2
snapfire.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
snaphosterservice.com|202006_DarkBasin|c2
snaplens-pt.com|MobileTracker|tracking
sniper.pet|2021_12_taking_action_against_surveillance_for_hire|c2
snoopza.com|Snoopza|c2
snoopza.com|Snoopza|tracking
snoopza.zendesk.com|Snoopza|tracking
soc-usa.email|2021_07_taking_action_against_hackers_in_iran|c2
social-life.info|201810_TheKingdomCameToCanada|c2
social-store.online|2021_04_taking_action_against_hackers_in_palestine|c2
sock.godforgiveuss.live|MobileTracker|tracking
sock.hhhhrkanandda.xyz|MobileTracker|tracking
sock.nmnmnmfsamsfan.xyz|MobileTracker|tracking
socktest.ankatras.xyz|MobileTracker|tracking
softnetworksolutions.com|202006_DarkBasin|c2
softredirect.info|202006_DarkBasin|c2
solargoup.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
solargroup.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
solitude.file-download.today|201803_BadTraffic|c2
solitude.filedownloads.online|201803_BadTraffic|c2
solvely.ai|MobileTracker|tracking
sonar.actv8technologies.com|MobileTracker|tracking
soporte-login-account-gmail.tk|201512_PackRAT|c2
soporte-login-account-yahoo.tk|201512_PackRAT|c2
soulscanneryh.com|MobileTracker|tracking
soundcloud.fun|2021_07_taking_action_against_hackers_in_iran|c2
soundcloud.live|2021_07_taking_action_against_hackers_in_iran|c2
sp.kuuvv.com|Cocospy|c2
sp18022019.firebaseio.com|SpyHuman|c2
spappmonitoring.com|EasyPhoneTrack|tracking
sparrowsgroup.org|2022_04_metas_adversarial_threat_report_q1|c2
spartacuscrixus.club|2021_04_taking_action_against_hackers_in_palestine|c2
spc-runtimes.s3.amazonaws.com|SentryPC|c2
spectronet.pw|MobileTracker|tracking
speedspot.speedspot.netdna-cdn.com|MobileTracker|tracking
speedy.sbs|2021_12_taking_action_against_surveillance_for_hire|c2
speedygonzales.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
speedymax.shop|2021_12_taking_action_against_surveillance_for_hire|c2
spiegel.agency|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.cab|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.fun|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.ink|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.ltd|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.pro|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.quest|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegel.work|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegeli.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegeli.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegeli.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegelr.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
spiegelr.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
sport4ever.club|MobileTracker|tracking
sports-mdg.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
sportsnewz.site|2021_12_taking_action_against_surveillance_for_hire|c2
spreadme.international|2021_07_taking_action_against_hackers_in_iran|c2
sputniknews.news|2021_11_action_against_hackers_in_pakistan_and_syria|c2
spy-datacenter.com|EasyPhoneTrack|c2
spy-phone-app.com|SpyphoneMobileTracker|tracking
spy24.app|Spy24|tracking
spy24.net|Spy24|c2
spy24.net|Spy24|tracking
spy2mobile-bb441.firebaseio.com|AndroidPolice|c2
spy2mobile.com|AndroidPolice|c2
spy2mobile.com|AndroidPolice|tracking
spyacellphone.com|HelloSpy|tracking
spyadvice.com|SpyAdvice|c2
spyadvice.com|SpyAdvice|tracking
spyapp-8916f.firebaseio.com|BlurSpy|c2
spyapp.at|SpyApp|tracking
spyapp.ch|SpyApp|tracking
spyapp.es|SpyApp|tracking
spyapp.fr|SpyApp|tracking
spyapp.ro|SpyApp|tracking
spyapp.top|Xnore|c2
spyapp.uk|SpyApp|tracking
spyapps.net|TheTruthSpy|tracking
spyaudiorecorder.firebaseio.com|TrackMyPhones|c2
spybrother.com|SpyApp|tracking
spybunker.com|Android007|tracking
spycell.net|TheTruthSpy|tracking
spyera.com|SpyEra|tracking
spyera.postaffiliatepro.com|SpyEra|c2
spyfer.info|uMobix|tracking
spyfly.co.za|SpyFly|tracking
spyfone.com|SpyphoneMobileTracker|tracking
spyhide.com|HelloSpy|c2
spyhide.com|HelloSpy|tracking
spyhide.ir|HelloSpy|c2
spyhide.ir|HelloSpy|tracking
spyhuman-97943.firebaseio.com|SpyHuman|c2
spyhuman.com|SpyHuman|c2
spyhuman.com|SpyHuman|tracking
spyic.biz|Cocospy|tracking
spyic.com|Cocospy|tracking
spyier.biz|Cocospy|tracking
spyier.com|Spyier|tracking
spyine.biz|Cocospy|tracking
spyine.com|Cocospy|tracking
spyios8x.com|HelloSpy|tracking
spykontrol.com|AndroidPolice|tracking
spylive360.com|SpyLive360|c2
spylive360.com|SpyLive360|tracking
spylix.com|AndroidPolice|tracking
spylogs.com|SpyEra|c2
spymaster-e535b.firebaseio.com|SpyMasterPro|c2
spymasterpro.com|SpyMasterPro|tracking
spynger.net|Spynger|tracking
spynote.us|SpyNote|c2
spynote.us|SpyNote|tracking
spyone.pl|Spyone|tracking
spyphone.com|SpyphoneMobileTracker|tracking
spyphonereview.com|FlexiSpy|tracking
spyren.com|AppSpy|tracking
spyrix-sfk.com|EvaSpy|distribution
spyrix.com|EvaSpy|tracking
spysetup.com|FreeAndroidSpy|c2
spyt.co|AndroidPolice|c2
spyt.co|AndroidPolice|distribution
spytec.com|SpyTec|tracking
spytecgl300.com|SpyTec|tracking
spytecgps.io|SpyTec|tracking
spytech-web.com|RealtimeSpy|tracking
spytek.co.za|SpyTek|tracking
spytekonline.co.za|SpyTek|tracking
spytoapp.com|SpyToApp|tracking
spytomobile.com|AndroidPolice|c2
spytomobile.com|AndroidPolice|tracking
spytrac-app1.s3.amazonaws.com|AndroidPolice|c2
spytrac.com|AndroidPolice|tracking
spyzee.com|TheTruthSpy|c2
spyzie-a.firebaseio.com|Cocospy|c2
spyzie.com|Cocospy|c2
spyzie.com|Cocospy|tracking
spyzie.io|Cocospy|tracking
spyzie.online|Cocospy|tracking
squishyp.com|MobileTracker|tracking
src-ymlang.link|2021_07_taking_action_against_hackers_in_iran|c2
srtnr.com|202006_DarkBasin|c2
srtnr.co|202006_DarkBasin|c2
srvrgruk.com|202006_DarkBasin|c2
sse.chyldmonitor.com|OneSpy|c2
sslasmr.com|MobileTracker|tracking
sslportservices.com|2021_03_taking_action_against_hackers_in_china|c2
sslportservices.com|MobileTracker|tracking
stable.icecyber.org|MobileTracker|tracking
stacks-zadar.website|2021_04_taking_action_against_hackers_in_palestine|c2
staging-all-tracker.appspot.com|AllTracker|c2
staging.smstracker.com|CallSMSTracker|c2
stand-by-97c5c.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
stand-by-97c5c.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
stand-by.site|2021_04_taking_action_against_hackers_in_palestine|c2
standardofficeholland.com|202006_DarkBasin|c2
standardofficeil.com|202006_DarkBasin|c2
standardofficeuk.com|202006_DarkBasin|c2
static-graph.com|2021_12_taking_action_against_surveillance_for_hire|c2
static.complementics.com|MobileTracker|tracking
static.privacytrck.com|MobileTracker|tracking
static.trckingbyte.com|MobileTracker|tracking
static.trckpath.com|MobileTracker|tracking
stats.buildwithkt.dev|MobileTracker|tracking
stats.essayget.com|MobileTracker|tracking
stats.inappertising.org|MobileTracker|tracking
stevenfloyd.icu|2021_04_taking_action_against_hackers_in_palestine|c2
stevensmalley.pro|2021_04_taking_action_against_hackers_in_palestine|c2
stikerscloud.com|2021_04_taking_action_against_hackers_in_palestine|c2
stonisi.news|2021_12_taking_action_against_surveillance_for_hire|c2
storage.computingdownloads.life|201803_BadTraffic|c2
store.dianmpsoathom.com|MobileTracker|tracking
store.mycustomdevice.com|FlexiSpy|distribution
storeupdates.net|2022_08_metas_adversarial_threat_report_q2|c2
stream.meetextension.com|MobileTracker|tracking
stream.redcoolmedia.net|MobileTracker|tracking
streetprocarsracingss.com|MobileTracker|tracking
streetracingg.club|MobileTracker|tracking
strngbltru.com|202006_DarkBasin|c2
strongbolthostinghk.com|202006_DarkBasin|c2
strongwingtechnologies.com|202006_DarkBasin|c2
strunhvgpk.com|2021_03_taking_action_against_hackers_in_china|c2
strunhvgpk.com|MobileTracker|tracking
strurl.click|202006_DarkBasin|c2
studio11-7e288.firebaseio.com|EasyPhoneTrack|c2
su.onemonitar.com|OneSpy|tracking
sueddeutsche.cc|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
sueddeutsche.co|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
sueddeutsche.me|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
sueddeutsche.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
sunday-deals.com|201810_TheKingdomCameToCanada|c2
super-voice.vip|MobileTracker|tracking
supersonicads.com|MobileTracker|tracking
superuser.onemonitar.com|OneSpy|tracking
support-java.com|201512_PackRAT|c2
support-login-validate-outlook.tk|201512_PackRAT|c2
support-securitymail.email|2021_07_taking_action_against_hackers_in_iran|c2
support-whatsapp.com|201512_PackRAT|c2
support-ymail-team.online|2021_07_taking_action_against_hackers_in_iran|c2
support.flexispy.com|FlexiSpy|tracking
support.loverman.net|MobileTrackerFree|tracking
support.mobile-tracker-free.com|MobileTrackerFree|tracking
support.mtoolapp.biz|MobileTool|c2
support.phoneparental.com|TheTruthSpy|c2
support.spyera.com|SpyEra|tracking
supportgmai1.com|201512_PackRAT|c2
supportserviceeu.com|202006_DarkBasin|c2
supportset.net|2021_12_taking_action_against_surveillance_for_hire|c2
supportskype.com|2022_04_metas_adversarial_threat_report_q1|c2
surepointspy.com|HighsterMobile|tracking
surl.ist|2021_07_taking_action_against_hackers_in_iran|c2
surl.live|2021_07_taking_action_against_hackers_in_iran|c2
surveillance-enfants.com|uMobix|tracking
surveilstar.com|PanSpy|tracking
survey-notify-event.sense360eng.com|MobileTracker|tracking
suwayda-24.com|2021_11_action_against_hackers_in_pakistan_and_syria|c2
suzuki.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
svetovid.bid|2021_12_taking_action_against_surveillance_for_hire|c2
svlogin.asia|FlexiSpy|tracking
swiftmobilespy.co.za|SwiftMobileSpy|tracking
sxde-download.spyrix-sfk.com|EvaSpy|distribution
sxk8xrjtaikv3dxl7hgghw3vptvxpzzxeynrcltu4k3yeecjq3.online|2021_07_taking_action_against_hackers_in_iran|c2
symoty.com|2021_12_taking_action_against_surveillance_for_hire|c2
sync-a.copy9.com|TheTruthSpy|c2
sync-a.exactspy.com|TheTruthSpy|c2
sync-a.fonetracker.com|TheTruthSpy|c2
sync-a.ispyoo.com|TheTruthSpy|c2
sync-a.mxspy.com|TheTruthSpy|c2
sync-a.thetruthspy.com|TheTruthSpy|c2
sync-a100.fonetracker.com|TheTruthSpy|c2
sync-a600.fonetracker.com|TheTruthSpy|c2
sync-a712.fonetracker.com|TheTruthSpy|c2
sync-a780.mxspy.com|TheTruthSpy|c2
sync-a7xx.thetruthspy.com|TheTruthSpy|c2
sync-a8xx.thetruthspy.com|TheTruthSpy|c2
sync-a925.thetruthspy.com|TheTruthSpy|c2
sync-a930.thetruthspy.com|TheTruthSpy|c2
sync-a935.thetruthspy.com|TheTruthSpy|c2
sync-a940.thetruthspy.com|TheTruthSpy|c2
sync-a941.thetruthspy.com|TheTruthSpy|c2
sync-a942.thetruthspy.com|TheTruthSpy|c2
sync.bk128.com|MobileTracker|tracking
sync.bk128.com|XNSpy|c2
sync.xiz4me.com|MobileTracker|tracking
sync.xiz4me.com|XNSpy|c2
syncservices.one|2021_12_taking_action_against_surveillance_for_hire|c2
synctimestamp.com|2021_12_taking_action_against_surveillance_for_hire|c2
syncupdate.site|2021_12_taking_action_against_surveillance_for_hire|c2
sys.firewall-gateway.net|201603_Shifting_Tactics|c2
sys.spyapp.ch|SpyApp|tracking
system.documentations.live|201803_BadTraffic|c2
system.filedownloaders.com|201803_BadTraffic|c2
systembackend.site|2021_07_taking_action_against_hackers_in_iran|c2
t-bit.me|MobileTracker|tracking
t-me.link|2021_11_action_against_hackers_in_pakistan_and_syria|c2
t-online.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinl.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinl.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinl.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinr.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinr.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t-onlinr.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
t.appsflyer.com|MobileTracker|tracking
t.pie.org|MobileTracker|tracking
t1.mailsecurityservice.com|201510_NGO_Burma|c2
t1.twmills.xyz|MobileTracker|tracking
t1bet.net|201801_SpyingOnABudget|c2
t1k22.c8xwor.com|MobileTracker|tracking
t2.mailsecurityservice.com|201510_NGO_Burma|c2
t2.twmills.xyz|MobileTracker|tracking
t3.twmills.xyz|MobileTracker|tracking
tagdps.ru|AndroidPolice|c2
tagesspiegel.co|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
tagesspiegel.ltd|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
tags.illaryboucnc.com|MobileTracker|tracking
talent-recruitment.org|2022_04_metas_adversarial_threat_report_q1|c2
talklog.tools|TalkLog|c2
talklog.tools|TalkLog|tracking
talktalky.azurewebsites.net|2022_04_metas_adversarial_threat_report_q1|c2
taskmgr.redirectme.com|201512_PackRAT|c2
taskmgr.redirectme.net|201512_PackRAT|c2
taskmgr.serveftp.com|201512_PackRAT|c2
taskmgr.servehttp.com|201512_PackRAT|c2
tchsrvce.com|TalkLog|c2
techinnovative.net|AndroidPolice|tracking
techmahindra.support|2021_07_taking_action_against_hackers_in_iran|c2
teensafe.net|Cocospy|tracking
teensafe.vip|Cocospy|distribution
teensoftware.com|Cocospy|tracking
tel.forensis-lab.com|SpyApp|tracking
tele-gram.vip|MobileTracker|tracking
telecomegy-ads.com|2021_12_taking_action_against_surveillance_for_hire|c2
telegram-app.tech|2022_08_metas_adversarial_threat_report_q2|c2
telegram-pro.org|2022_08_metas_adversarial_threat_report_q2|c2
telegramapppro.org|2022_08_metas_adversarial_threat_report_q2|c2
telegrom.org|2021_04_taking_action_against_hackers_in_palestine|c2
telenorconn.com|2021_12_taking_action_against_surveillance_for_hire|c2
teleszpieg.pl|LetMeSpy|tracking
teleweb.world|2021_07_taking_action_against_hackers_in_iran|c2
tenday.mysecondarydns.com|201604_UP007_SLServer|c2
tesla-s.shop|2021_12_taking_action_against_surveillance_for_hire|c2
teslal.shop|2021_12_taking_action_against_surveillance_for_hire|c2
teslal.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
teslali.com|2021_12_taking_action_against_surveillance_for_hire|c2
test-client.mobilefonex.com|FlexiSpy|c2
test.androidlost.com|AndroidLost|c2
test.onetouchsecurities.com|AbsoluTrack|c2
test.refog.com|Hoverwatch|c2
test.send.onemonitar.com|OneSpy|tracking
test.udadblocker.com|MobileTracker|tracking
testandroidopen.azurewebsites.net|2022_08_metas_adversarial_threat_report_q2|c2
testapi.foozor.com|MobileTracker|tracking
tetra.email|2021_07_taking_action_against_hackers_in_iran|c2
tfk7r22klf8vtd8g90jq8qno1tpqhmpe.apps.googleusercontent.com|AndroidPolice|c2
tgrthgsrgwrthwrtgwr.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
tgscontakcs.com|MobileTracker|tracking
thainews.asia|201608_NSO_Group|c2
thd.cc|mSpy|c2
theambix.org|2022_08_metas_adversarial_threat_report_q2|c2
thecybernanny.com|Reptilicus|tracking
thefreemovies.net|2022_04_metas_adversarial_threat_report_q1|c2
thegardian.ml|2021_07_taking_action_against_hackers_in_iran|c2
thegaurdian.live|2021_07_taking_action_against_hackers_in_iran|c2
theguardian.co.com|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
theispyoo.com|mSpy|tracking
theodoi24h.com|AndroidPolice|c2
theonespy.com|TheOneSpy|tracking
thepopulator.tutelatechnologies.com|MobileTracker|tracking
thepowerlinegroup.com|HighsterMobile|tracking
thepromise.standsapp.org|MobileTracker|tracking
thespyapp.com|TheTruthSpy|tracking
thetruth-db94a.firebaseio.com|TheTruthSpy|c2
thetruthspy.com|TheTruthSpy|tracking
thetruthspys.com|TheTruthSpy|tracking
thevendry.com|MobileTracker|tracking
thiefguardbd.com|AbsoluTrack|c2
thiefguardbd.com|AbsoluTrack|tracking
thomsonsreuters.email|2021_07_taking_action_against_hackers_in_iran|c2
thomsonsreuters.eu|2021_07_taking_action_against_hackers_in_iran|c2
thomsonsreuters.link|2021_07_taking_action_against_hackers_in_iran|c2
thomsonsreuters.net|2021_07_taking_action_against_hackers_in_iran|c2
thundernews.org|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
ti.domainforlite.com|MobileTracker|tracking
tibet-office.net|201801_SpyingOnABudget|c2
tibetfrum.info|201808_FamiliarFeeling|c2
tibethouse.info|201808_FamiliarFeeling|c2
tibetnews.info|201808_FamiliarFeeling|c2
tibetnews.today|201808_FamiliarFeeling|c2
tibetvoices.com|201611_KeyBoy|c2
tickeakhatsp.com|MobileTracker|tracking
tifamily.net|AndroidPolice|tracking
tim-jordan.info|2021_04_taking_action_against_hackers_in_palestine|c2
time-local.com|201712_Cyberbit|c2
time-local.net|201712_Cyberbit|c2
timestampsync.com|2021_12_taking_action_against_surveillance_for_hire|c2
timeupdate.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
timeupdateservice.com|2021_12_taking_action_against_surveillance_for_hire|c2
tineeurl.com|202006_DarkBasin|c2
tinil.ink|2021_07_taking_action_against_hackers_in_iran|c2
tinly.me|2021_07_taking_action_against_hackers_in_iran|c2
tinmoivietnam.com|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
tiny.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
tinylink.pro|2021_07_taking_action_against_hackers_in_iran|c2
tinylinks.live|2021_12_taking_action_against_surveillance_for_hire|c2
tinyulrs.com|2021_12_taking_action_against_surveillance_for_hire|c2
tinyurl.cloud|2021_12_taking_action_against_surveillance_for_hire|c2
tinyurl.gold|2021_07_taking_action_against_hackers_in_iran|c2
tinyurlshortner.com|202006_DarkBasin|c2
tiol.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
tips.ghetaldhighe.com|MobileTracker|tracking
tispy.net|AndroidPolice|c2
tispy.net|AndroidPolice|tracking
tiwpan.xyz|2021_07_taking_action_against_hackers_in_iran|c2
tly.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
tly.link|2021_12_taking_action_against_surveillance_for_hire|c2
tnyurlservice.com|202006_DarkBasin|c2
tocaoonline.com|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
tocaoonline.org|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
tocast.vip|MobileTracker|tracking
tok.vaicore.xyz|MobileTracker|tracking
tommy-swope.site|2021_04_taking_action_against_hackers_in_palestine|c2
tonline.cfd|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
tonline.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
tonline.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
top-best.com|MobileTracker|tracking
topcontactco.com|201608_NSO_Group|c2
topzaloha.cz|AndroidPolice|c2
tos-assigned-build.sfo2.digitaloceanspaces.com|TheOneSpy|distribution
touch.ps|2021_04_taking_action_against_hackers_in_palestine|c2
tovima.live|2021_12_taking_action_against_surveillance_for_hire|c2
tox.cheap|2021_07_taking_action_against_hackers_in_iran|c2
tphmr.com|PhoneMonitor|distribution
tqiblacompas.com|MobileTracker|tracking
tr.appmia.com|AppMia|c2
traccar-client-app.firebaseio.com|Traccar|c2
traccar.org|Traccar|c2
traccar.org|Traccar|tracking
tracerspy.net|AndroidPolice|tracking
track-your-fedex-package.org|201608_NSO_Group|c2
track.odskguo.xyz|MobileTracker|tracking
trackerfree.net|AppSpy|tracking
trackerplus.ru|AndroidPolice|tracking
trackier.vip|Cocospy|c2
trackine.vip|Cocospy|c2
tracking-smartphone.firebaseio.com|TrackingSmartphone|c2
tracking.hexilo.com|MobileTracker|tracking
tracking.india.miui.com|MobileTracker|tracking
tracking.intl.miui.com|MobileTracker|tracking
tracking.mliteapp.com|mSpy|c2
tracking.mspyonline.com|mSpy|c2
tracking.rus.miui.com|MobileTracker|tracking
trackingsmartphone.com|TrackingSmartphone|c2
trackingsmartphone.com|TrackingSmartphone|tracking
trackji.com|Trackji|c2
trackji.com|Trackji|tracking
trackmy.mobi|EasyPhoneTrack|c2
trackmyphones-pro.firebaseio.com|TrackMyPhones|c2
trackmyphones.com|TrackMyPhones|c2
trackmyphones.com|TrackMyPhones|tracking
trackpro.vip|Cocospy|c2
trackserviceonline.xyz|202006_DarkBasin|c2
tracksp-7743c.firebaseio.com|AiSpyer|c2
tracksp.in|AiSpyer|c2
trackview.net|TrackView|c2
trackview.net|TrackView|tracking
trackview.recurly.com|TrackView|tracking
transatitonneap.com|MobileTracker|tracking
transferdomainhk.com|202006_DarkBasin|c2
transferdomainlu.com|202006_DarkBasin|c2
transferdomainmy.com|202006_DarkBasin|c2
transferserver33.com|202006_DarkBasin|c2
translations.matetranslate.com|MobileTracker|tracking
trcalluecodr.com|MobileTracker|tracking
treasury.email|2021_07_taking_action_against_hackers_in_iran|c2
trecv.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
trecvf.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
treporter.com|2021_07_taking_action_against_hackers_in_iran|c2
trfvbnji7.com|MobileTracker|tracking
tricktravelbooking.com|202006_DarkBasin|c2
trkc.online|2021_12_taking_action_against_surveillance_for_hire|c2
trkps.com|FlexiSpy|c2
truck-rouddrive.com|MobileTracker|tracking
true-truck-86810.appspot.com|MobileTracker|tracking
true-truck-86810.firebaseio.com|MobileTracker|tracking
true-truck-86810.firebaseio.com|XNSpy|c2
truewebmedia.com|pcTattletale|c2
trumphotel.net|2021_07_taking_action_against_hackers_in_iran|c2
trumpnationallosangeles.email|2021_07_taking_action_against_hackers_in_iran|c2
trumporganization.world|2021_07_taking_action_against_hackers_in_iran|c2
trumporganizations.com|2021_07_taking_action_against_hackers_in_iran|c2
trustcor.co|MobileTracker|tracking
trustedserviceonline.com|202006_DarkBasin|c2
trusteventservices.com|202006_DarkBasin|c2
